"Txhash","Blockno","UnixTimestamp","DateTime","ParentTxFrom","ParentTxTo","ParentTxETH_Value","From","TxTo","ContractAddress","Value_IN(ETH)","Value_OUT(ETH)","CurrentValue @ $0/Eth","Historical $Price/Eth","Status","ErrCode","Type"
"0x6b7bd3bd8df42b4f56c7b8c5f8524ab7f44e30296506578a81f3bd13d613936f","7933295","1589911461","2020-05-19 18:04:21","0x8eaabb9fc753df2c50f0b01e99b4e0f1f2d970a6","0x491b81543929978bf90fa5556cd26cc993374097","0.15","0x491b81543929978bf90fa5556cd26cc993374097","0x5dbabe19dd1fedba1b20047059dcd755d8221bf7","","0.0375","0","0","","0","","call",""
"0x4d1db523d10b44b2c30105a45038341243774d61451ce9e58ddc39d2c8c4e011","7933322","1589911859","2020-05-19 18:10:59","0x8eaabb9fc753df2c50f0b01e99b4e0f1f2d970a6","0xea0492610f046639f6dce98949d4553361aeb056","0.03","0xea0492610f046639f6dce98949d4553361aeb056","0x5dbabe19dd1fedba1b20047059dcd755d8221bf7","","0.01","0","0","","0","","call",""
